Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	4	0.0945	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	4	0.1554	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	4	0.1382	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	4	0.0964	
D6	plant_miRNA	L-Arginine	mix_5	3	10	4	0.1145	
D7	plant_miRNA	L-Histidine	mix_5	3	10	4	0.1039	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	4	0.1027	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	4	0.1431	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	4	0.1444	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	4	0.1285	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	4	0.0868	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	4	0.0885	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	4	0.0934	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	4	0.152	
E4	plant_miRNA	L-Alanine	mix_5	2	10	4	0.1346	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	4	0.0915	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	4	0.1097	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	4	0.1025	
E8	plant_miRNA	L-Histidine	mix_5	4	10	4	0.1001	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	4	0.1384	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	4	0.1394	
E11	plant_miRNA	L-Alanine	mix_5	5	10	4	0.1294	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	4	0.0832	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	4	0.0996	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	4	0.1139	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	4	0.1038	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	4	0.1329	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	4	0.1502	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	4	0.0919	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	4	0.1238	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	4	0.1364	
F9	plant_miRNA	L-Arginine	mix_5	4	10	4	0.1123	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	4	0.1271	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	4	0.0938	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	4	0.085	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	4	0.0939	
G2	plant_miRNA	L-Arginine	mix_5	1	10	4	0.1218	
G3	plant_miRNA	L-Histidine	mix_5	1	10	4	0.1023	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	4	0.1314	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	4	0.1473	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	4	0.0905	
G7	plant_miRNA	L-Alanine	mix_5	3	10	4	0.1353	
G8	plant_miRNA	L-Alanine	mix_5	4	10	4	0.1267	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	4	0.114	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	4	0.123	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	4	0.095	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	4	0.0866	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	4	0.0811	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	4	0.0898	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	4	0.0968	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	4	0.0994	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	4	0.0992	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	4	0.0881	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	5	0.0929	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	5	0.0906	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	5	0.0913	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	5	0.0929	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	5	0.0866	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	5	0.0912	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	5	0.0922	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	5	0.2294	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	5	0.21	
B4	plant_miRNA	L-Histidine	mix_5	2	10	5	0.1121	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	5	0.1362	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	5	0.1828	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	5	0.2231	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	5	0.099	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	5	0.19	
B10	plant_miRNA	L-Arginine	mix_5	5	10	5	0.1375	
B11	plant_miRNA	L-Histidine	mix_5	5	10	5	0.1082	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	5	0.1314	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	5	0.095	
C2	plant_miRNA	L-Alanine	mix_5	1	10	5	0.2268	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	5	0.2187	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	5	0.1127	
C5	plant_miRNA	L-Arginine	mix_5	2	10	5	0.1495	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	5	0.1966	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	5	0.2131	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	5	0.0923	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	5	0.1805	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	5	0.1411	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	5	0.1062	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	5	0.0813	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	5	0.0876	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	5	0.0981	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	5	0.2369	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	5	0.2259	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	5	0.0976	
D6	plant_miRNA	L-Arginine	mix_5	3	10	5	0.1322	
D7	plant_miRNA	L-Histidine	mix_5	3	10	5	0.1092	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	5	0.1084	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	5	0.2154	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	5	0.2139	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	5	0.1958	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	5	0.0869	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	5	0.0905	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	5	0.0957	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	5	0.2327	
E4	plant_miRNA	L-Alanine	mix_5	2	10	5	0.2126	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	5	0.0936	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	5	0.1279	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	5	0.1082	
E8	plant_miRNA	L-Histidine	mix_5	4	10	5	0.1054	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	5	0.2139	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	5	0.2085	
E11	plant_miRNA	L-Alanine	mix_5	5	10	5	0.1989	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	5	0.0837	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	5	0.0965	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	5	0.129	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	5	0.1104	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	5	0.1976	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	5	0.2365	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	5	0.0949	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	5	0.1977	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	5	0.2112	
F9	plant_miRNA	L-Arginine	mix_5	4	10	5	0.1309	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	5	0.1857	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	5	0.0965	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	5	0.0851	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	5	0.1042	
G2	plant_miRNA	L-Arginine	mix_5	1	10	5	0.1395	
G3	plant_miRNA	L-Histidine	mix_5	1	10	5	0.1077	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	5	0.2012	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	5	0.2294	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	5	0.0923	
G7	plant_miRNA	L-Alanine	mix_5	3	10	5	0.2111	
G8	plant_miRNA	L-Alanine	mix_5	4	10	5	0.2004	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	5	0.1328	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	5	0.1837	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	5	0.0977	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	5	0.0865	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	5	0.0814	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	5	0.0898	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	5	0.0927	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	5	0.0863	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	5	0.0992	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	5	0.0866	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	6	0.0917	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	6	0.0906	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	6	0.0924	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	6	0.0928	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	6	0.0866	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	6	0.0915	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	6	0.0981	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	6	0.2838	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	6	0.2946	
B4	plant_miRNA	L-Histidine	mix_5	2	10	6	0.1186	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	6	0.1661	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	6	0.2631	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	6	0.2893	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	6	0.1052	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	6	0.2708	
B10	plant_miRNA	L-Arginine	mix_5	5	10	6	0.2069	
B11	plant_miRNA	L-Histidine	mix_5	5	10	6	0.1159	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	6	0.1401	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	6	0.0946	
C2	plant_miRNA	L-Alanine	mix_5	1	10	6	0.2788	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	6	0.3031	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	6	0.1253	
C5	plant_miRNA	L-Arginine	mix_5	2	10	6	0.1842	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	6	0.2714	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	6	0.2787	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	6	0.0964	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	6	0.2571	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	6	0.1983	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	6	0.1136	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	6	0.0811	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	6	0.0864	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	6	0.1039	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	6	0.3004	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	6	0.2768	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	6	0.1048	
D6	plant_miRNA	L-Arginine	mix_5	3	10	6	0.1727	
D7	plant_miRNA	L-Histidine	mix_5	3	10	6	0.1207	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	6	0.1168	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	6	0.2962	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	6	0.2914	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	6	0.2679	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	6	0.0872	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	6	0.0904	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	6	0.0998	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	6	0.3044	
E4	plant_miRNA	L-Alanine	mix_5	2	10	6	0.2825	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	6	0.0986	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	6	0.1831	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	6	0.1155	
E8	plant_miRNA	L-Histidine	mix_5	4	10	6	0.1142	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	6	0.2961	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	6	0.2845	
E11	plant_miRNA	L-Alanine	mix_5	5	10	6	0.2755	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	6	0.0832	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	6	0.1087	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	6	0.1595	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	6	0.1213	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	6	0.2933	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	6	0.3082	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	6	0.1001	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	6	0.2729	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	6	0.2865	
F9	plant_miRNA	L-Arginine	mix_5	4	10	6	0.195	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	6	0.2774	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	6	0.1019	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	6	0.085	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	6	0.096	
G2	plant_miRNA	L-Arginine	mix_5	1	10	6	0.1845	
G3	plant_miRNA	L-Histidine	mix_5	1	10	6	0.1173	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	6	0.2889	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	6	0.3038	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	6	0.0954	
G7	plant_miRNA	L-Alanine	mix_5	3	10	6	0.2918	
G8	plant_miRNA	L-Alanine	mix_5	4	10	6	0.2881	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	6	0.2043	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	6	0.278	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	6	0.1023	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	6	0.0868	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	6	0.0814	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	6	0.0854	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	6	0.1062	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	6	0.0907	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	6	0.0993	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	6	0.0889	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	7	0.0928	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	7	0.0908	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	7	0.0925	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	7	0.0928	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	7	0.087	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	7	0.0921	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	7	0.0981	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	7	0.3184	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	7	0.3493	
B4	plant_miRNA	L-Histidine	mix_5	2	10	7	0.1576	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	7	0.2109	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	7	0.3306	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	7	0.3282	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	7	0.1116	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	7	0.3434	
B10	plant_miRNA	L-Arginine	mix_5	5	10	7	0.2539	
B11	plant_miRNA	L-Histidine	mix_5	5	10	7	0.1281	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	7	0.1479	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	7	0.093	
C2	plant_miRNA	L-Alanine	mix_5	1	10	7	0.3118	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	7	0.3786	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	7	0.1667	
C5	plant_miRNA	L-Arginine	mix_5	2	10	7	0.2128	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	7	0.3306	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	7	0.3303	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	7	0.1025	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	7	0.3307	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	7	0.2404	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	7	0.1353	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	7	0.0803	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	7	0.0863	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	7	0.112	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	7	0.3483	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	7	0.3048	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	7	0.1129	
D6	plant_miRNA	L-Arginine	mix_5	3	10	7	0.2037	
D7	plant_miRNA	L-Histidine	mix_5	3	10	7	0.1444	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	7	0.1412	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	7	0.3629	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	7	0.3595	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	7	0.3174	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	7	0.087	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	7	0.0857	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	7	0.1065	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	7	0.3665	
E4	plant_miRNA	L-Alanine	mix_5	2	10	7	0.3244	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	7	0.1054	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	7	0.2284	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	7	0.1452	
E8	plant_miRNA	L-Histidine	mix_5	4	10	7	0.1281	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	7	0.3651	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	7	0.3513	
E11	plant_miRNA	L-Alanine	mix_5	5	10	7	0.3281	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	7	0.0833	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	7	0.0943	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	7	0.2017	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	7	0.1561	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	7	0.3705	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	7	0.3648	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	7	0.1065	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	7	0.3216	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	7	0.3361	
F9	plant_miRNA	L-Arginine	mix_5	4	10	7	0.2473	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	7	0.3556	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	7	0.1108	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	7	0.0852	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	7	0.0983	
G2	plant_miRNA	L-Arginine	mix_5	1	10	7	0.2219	
G3	plant_miRNA	L-Histidine	mix_5	1	10	7	0.1418	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	7	0.3696	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	7	0.3649	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	7	0.1006	
G7	plant_miRNA	L-Alanine	mix_5	3	10	7	0.3387	
G8	plant_miRNA	L-Alanine	mix_5	4	10	7	0.3418	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	7	0.2588	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	7	0.3623	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	7	0.1088	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	7	0.0866	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	7	0.0814	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	7	0.0909	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	7	0.1019	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	7	0.1249	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	7	0.0994	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	7	0.0876	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	8	0.0929	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	8	0.0912	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	8	0.0926	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	8	0.0929	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	8	0.0873	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	8	0.091	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	8	0.0913	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	8	0.3461	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	8	0.4113	
B4	plant_miRNA	L-Histidine	mix_5	2	10	8	0.1935	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	8	0.2366	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	8	0.3905	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	8	0.3731	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	8	0.1219	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	8	0.3951	
B10	plant_miRNA	L-Arginine	mix_5	5	10	8	0.2948	
B11	plant_miRNA	L-Histidine	mix_5	5	10	8	0.1723	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	8	0.1713	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	8	0.0926	
C2	plant_miRNA	L-Alanine	mix_5	1	10	8	0.3395	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	8	0.4495	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	8	0.2096	
C5	plant_miRNA	L-Arginine	mix_5	2	10	8	0.2531	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	8	0.3872	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	8	0.3827	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	8	0.1111	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	8	0.3927	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	8	0.28	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	8	0.1865	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	8	0.0802	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	8	0.0864	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	8	0.124	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	8	0.4183	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	8	0.3359	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	8	0.1234	
D6	plant_miRNA	L-Arginine	mix_5	3	10	8	0.2422	
D7	plant_miRNA	L-Histidine	mix_5	3	10	8	0.1862	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	8	0.1921	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	8	0.4316	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	8	0.4401	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	8	0.3528	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	8	0.0873	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	8	0.0942	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	8	0.1161	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	8	0.4549	
E4	plant_miRNA	L-Alanine	mix_5	2	10	8	0.3587	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	8	0.1139	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	8	0.2739	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	8	0.1946	
E8	plant_miRNA	L-Histidine	mix_5	4	10	8	0.1702	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	8	0.4421	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	8	0.4337	
E11	plant_miRNA	L-Alanine	mix_5	5	10	8	0.3616	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	8	0.0867	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	8	0.095	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	8	0.2597	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	8	0.2064	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	8	0.4508	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	8	0.4471	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	8	0.117	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	8	0.3525	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	8	0.3662	
